Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","012","Algeria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2016","2016","100 g/An","2079","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1806","Beef and Buffalo Meat, primary","2016","2016","t","164268","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2017","2017","100 g/An","2310","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1806","Beef and Buffalo Meat, primary","2017","2017","t","166291.24","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2018","2018","100 g/An","2275","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1806","Beef and Buffalo Meat, primary","2018","2018","t","153192","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2019","2019","100 g/An","2297","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1806","Beef and Buffalo Meat, primary","2019","2019","t","151590","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2020","2020","100 g/An","2240","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1806","Beef and Buffalo Meat, primary","2020","2020","t","144246","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2021","2021","100 g/An","2289","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1806","Beef and Buffalo Meat, primary","2021","2021","t","146270","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2022","2022","100 g/An","2200","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1806","Beef and Buffalo Meat, primary","2022","2022","t","140000","X","Figure from international organizations",""
"QCL","Crops and livestock products","012","Algeria","5417","Yield/Carcass Weight","F1806","Beef and Buffalo Meat, primary","2023","2023","100 g/An","2091","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1806","Beef and Buffalo Meat, primary","2023","2023","t","138000","X","Figure from international organizations",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2000","2000","ha","41760","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2000","2000","kg/ha","10369.2","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2000","2000","t","433015","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2001","2001","ha","42956","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2001","2001","kg/ha","10949.4","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2001","2001","t","470342.22","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2002","2002","ha","43784","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2002","2002","kg/ha","11877.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2002","2002","t","520024.85","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2003","2003","ha","43314","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2003","2003","kg/ha","12936.2","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2003","2003","t","560320","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2004","2004","ha","43944","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2004","2004","kg/ha","13870.2","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2004","2004","t","609507.4","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2005","2005","ha","44450","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2005","2005","kg/ha","14123.8","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2005","2005","t","627806","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2006","2006","ha","46259","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2006","2006","kg/ha","14715.7","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2006","2006","t","680735","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2007","2007","ha","47931","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2007","2007","kg/ha","14392.7","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2007","2007","t","689860.74","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2008","2008","ha","50370","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2008","2008","kg/ha","13852.8","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2008","2008","t","697768","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2009","2009","ha","50956","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2009","2009","kg/ha","16581.7","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2009","2009","t","844939.14","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2010","2010","ha","63511","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2010","2010","kg/ha","12416.9","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2010","2010","t","788606.86","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2011","2011","ha","64563","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2011","2011","kg/ha","17150.7","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2011","2011","t","1107299","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2012","2012","ha","65793","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2012","2012","kg/ha","16542.5","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2012","2012","t","1088382","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2013","2013","ha","65220","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2013","2013","kg/ha","18482.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2013","2013","t","1205401","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2014","2014","ha","59602","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2014","2014","kg/ha","21334.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2014","2014","t","1271555.68","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2015","2015","ha","60394","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2015","2015","kg/ha","22230","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2015","2015","t","1342559.13","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2016","2016","ha","66431","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2016","2016","kg/ha","18120.6","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2016","2016","t","1203776.76","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2017","2017","ha","69142","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2017","2017","kg/ha","19450.9","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2017","2017","t","1344865.95","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2018","2018","ha","63253","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2018","2018","kg/ha","23366.9","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2018","2018","t","1478031.31","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2019","2019","ha","64217","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2019","2019","kg/ha","24668.1","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2019","2019","t","1584109.86","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2020","2020","ha","65402","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2020","2020","kg/ha","23928.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2020","2020","t","1564961.22","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2021","2021","ha","66672","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2021","2021","kg/ha","22709.3","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2021","2021","t","1514067.63","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2022","2022","ha","68169","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2022","2022","kg/ha","23929.1","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2022","2022","t","1631225.76","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5312","Area harvested","F1804","Citrus Fruit, Total","2023","2023","ha","70825","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5412","Yield","F1804","Citrus Fruit, Total","2023","2023","kg/ha","24977.5","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1804","Citrus Fruit, Total","2023","2023","t","1769043.7","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2000","2000","0.1 g/An","10422","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2000","2000","t","252782.8","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2001","2001","0.1 g/An","10485","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2001","2001","t","250470.59","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2002","2002","0.1 g/An","10526","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2002","2002","t","259184.42","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2003","2003","0.1 g/An","10558","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2003","2003","t","270912.17","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2004","2004","0.1 g/An","10612","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2004","2004","t","272642.09","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2005","2005","0.1 g/An","10664","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2005","2005","t","274362.55","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2006","2006","0.1 g/An","10716","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2006","2006","t","276061.72","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2007","2007","0.1 g/An","10764","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2007","2007","t","278727.14","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2008","2008","0.1 g/An","10813","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2008","2008","t","280345.33","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2009","2009","0.1 g/An","10860","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2009","2009","t","281900.44","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2010","2010","0.1 g/An","10911","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2010","2010","t","281377.57","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2011","2011","0.1 g/An","10931","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2011","2011","t","288756.78","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2012","2012","0.1 g/An","10954","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2012","2012","t","294017.45","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2013","2013","0.1 g/An","10969","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2013","2013","t","300137.37","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2014","2014","0.1 g/An","10872","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2014","2014","t","340129.58","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2015","2015","0.1 g/An","10843","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2015","2015","t","358834.83","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2016","2016","0.1 g/An","10805","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2016","2016","t","380264.01","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2017","2017","0.1 g/An","10770","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2017","2017","t","400005.81","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2018","2018","0.1 g/An","10746","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2018","2018","t","413216.82","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2019","2019","0.1 g/An","11244","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2019","2019","t","418778.86","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2020","2020","0.1 g/An","14327","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2020","2020","t","530756","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2021","2021","0.1 g/An","10984","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2021","2021","t","418561","A","Official figure",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2022","2022","0.1 g/An","11675","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2022","2022","t","443271.24","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5424","Yield/Carcass Weight","F1808","Meat, Poultry","2023","2023","0.1 g/An","11998","E","Estimated value",""
"QCL","Crops and livestock products","012","Algeria","5510","Production","F1808","Meat, Poultry","2023","2023","t","458093.9","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2000","2000","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2000","2000","t","500","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2001","2001","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2001","2001","t","300","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2002","2002","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2002","2002","t","500","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2003","2003","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2003","2003","t","400","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2004","2004","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2004","2004","t","500","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2005","2005","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2005","2005","t","200","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2006","2006","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2006","2006","t","1000","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2007","2007","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2007","2007","t","200","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2008","2008","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2008","2008","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2009","2009","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2009","2009","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2010","2010","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2010","2010","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2011","2011","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2011","2011","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2012","2012","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2012","2012","t","230","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2013","2013","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2013","2013","t","225","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2014","2014","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2014","2014","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2015","2015","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2015","2015","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2016","2016","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2016","2016","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2017","2017","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2017","2017","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2018","2018","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2018","2018","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2019","2019","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2019","2019","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2020","2020","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2021","2021","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2021","2021","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2022","2022","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01703","Chick peas, dry","2023","2023","ha","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01703","Chick peas, dry","2023","2023","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01314","Dates","2000","2000","ha","823","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5412","Yield","01314","Dates","2000","2000","kg/ha","20058.3","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01314","Dates","2000","2000","t","16508","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01314","Dates","2001","2001","ha","823","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5412","Yield","01314","Dates","2001","2001","kg/ha","20058.3","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01314","Dates","2001","2001","t","16508","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01314","Dates","2002","2002","ha","1670","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5412","Yield","01314","Dates","2002","2002","kg/ha","8682.6","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01314","Dates","2002","2002","t","14500","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01314","Dates","2003","2003","ha","1670","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5412","Yield","01314","Dates","2003","2003","kg/ha","8383.2","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01314","Dates","2003","2003","t","14000","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01314","Dates","2004","2004","ha","1650","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5412","Yield","01314","Dates","2004","2004","kg/ha","8484.8","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01314","Dates","2004","2004","t","14000","A","Official figure",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01314","Dates","2005","2005","ha","1400","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5412","Yield","01314","Dates","2005","2005","kg/ha","8571.4","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5510","Production","01314","Dates","2005","2005","t","12000","E","Estimated value",""
"QCL","Crops and livestock products","048","Bahrain","5312","Area harvested","01314","Dates","2006","2006","ha","2150","A","Official figure",""
