Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","2.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","2.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","2.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071M","Number of severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","3.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","3.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","3.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","3.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","2.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","2.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","2.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","3.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210071F","Number of severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","4.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20142016","2014-2016","million No","27.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20152017","2015-2017","million No","29.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20162018","2016-2018","million No","33.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20172019","2017-2019","million No","32.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20182020","2018-2020","million No","29.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20192021","2019-2021","million No","29.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20202022","2020-2022","million No","31.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081","Number of moderately or severely food insecure people (million) (3-year average)","20212023","2021-2023","million No","33.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20142016","2014-2016","million No","7.6","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20152017","2015-2017","million No","8.7","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20162018","2016-2018","million No","9.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20172019","2017-2019","million No","9.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20182020","2018-2020","million No","9.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20192021","2019-2021","million No","9.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20202022","2020-2022","million No","9.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081M","Number of moderately or severely food insecure male adults (million) (3-year average)","20212023","2021-2023","million No","10.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20142016","2014-2016","million No","10.4","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20152017","2015-2017","million No","11.2","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20162018","2016-2018","million No","12.5","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20172019","2017-2019","million No","11.8","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20182020","2018-2020","million No","10.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20192021","2019-2021","million No","10.3","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20202022","2020-2022","million No","10.9","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210081F","Number of moderately or severely food insecure female adults (million) (3-year average)","20212023","2021-2023","million No","12.1","A","Official figure","FAO data"
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20002002","2000-2002","%","34.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20012003","2001-2003","%","32.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20022004","2002-2004","%","28.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20032005","2003-2005","%","27.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20042006","2004-2006","%","30.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20052007","2005-2007","%","35.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20062008","2006-2008","%","36.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20072009","2007-2009","%","38","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20082010","2008-2010","%","41.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20092011","2009-2011","%","44.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20102012","2010-2012","%","45.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20112013","2011-2013","%","45.2","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20122014","2012-2014","%","44.7","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20132015","2013-2015","%","46.3","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20142016","2014-2016","%","45.9","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20152017","2015-2017","%","47","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20162018","2016-2018","%","51.1","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20172019","2017-2019","%","50.8","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20182020","2018-2020","%","49.6","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20192021","2019-2021","%","44","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21035","Cereal import dependency ratio (percent) (3-year average)","20202022","2020-2022","%","43","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2000","2000","kcal/cap/d","15","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2001","2001","kcal/cap/d","16","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2002","2002","kcal/cap/d","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2003","2003","kcal/cap/d","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2004","2004","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2005","2005","kcal/cap/d","51","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2006","2006","kcal/cap/d","52","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2007","2007","kcal/cap/d","47","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2008","2008","kcal/cap/d","45","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2009","2009","kcal/cap/d","65","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2010","2010","kcal/cap/d","46","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2011","2011","kcal/cap/d","38","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2012","2012","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2013","2013","kcal/cap/d","22","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2014","2014","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2015","2015","kcal/cap/d","32","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2016","2016","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2017","2017","kcal/cap/d","31","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2018","2018","kcal/cap/d","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2019","2019","kcal/cap/d","18","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2020","2020","kcal/cap/d","19","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2021","2021","kcal/cap/d","26","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2022","2022","kcal/cap/d","23","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6128","Value","21031","Per capita food supply variability (kcal/cap/day)","2023","2023","kcal/cap/d","24","E","Estimated value",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2000","2000","%","27.8","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2001","2001","%","28.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2002","2002","%","29.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2003","2003","%","30.5","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2004","2004","%","31.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2005","2005","%","32.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2006","2006","%","32.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2007","2007","%","33.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2008","2008","%","34.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2009","2009","%","35.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2010","2010","%","35.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2011","2011","%","36.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2012","2012","%","37.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2013","2013","%","38.2","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2014","2014","%","38.9","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2015","2015","%","39.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2016","2016","%","40.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2017","2017","%","41.1","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2018","2018","%","41.7","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2019","2019","%","42.4","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2020","2020","%","43","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2021","2021","%","43.6","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21042","Prevalence of obesity in the adult population (18 years and older) (percent)","2022","2022","%","44.3","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2000","2000","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2001","2001","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2002","2002","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2003","2003","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2004","2004","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2005","2005","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2006","2006","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2007","2007","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2008","2008","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2009","2009","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2010","2010","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2011","2011","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2012","2012","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2013","2013","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2014","2014","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2015","2015","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2016","2016","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2017","2017","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2018","2018","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2019","2019","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6121","Value","21049","Prevalence of low birthweight (percent)","2020","2020","%","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2000","2000","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2001","2001","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2002","2002","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2003","2003","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2004","2004","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2005","2005","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2006","2006","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2007","2007","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2008","2008","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2009","2009","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2010","2010","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2011","2011","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2012","2012","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2013","2013","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2014","2014","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2015","2015","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2016","2016","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2017","2017","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2018","2018","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2019","2019","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","818","Egypt","6132","Value","210490","Number of newborns with low birthweight (million)","2020","2020","million No","","X","Figure from international organizations",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20002002","2000-2002","%","129","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20012003","2001-2003","%","128","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20022004","2002-2004","%","128","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20032005","2003-2005","%","128","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20042006","2004-2006","%","127","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20052007","2005-2007","%","126","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20062008","2006-2008","%","125","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20072009","2007-2009","%","126","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20082010","2008-2010","%","125","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20092011","2009-2011","%","122","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20102012","2010-2012","%","121","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20112013","2011-2013","%","121","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20122014","2012-2014","%","124","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20132015","2013-2015","%","124","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20142016","2014-2016","%","124","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20152017","2015-2017","%","123","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20162018","2016-2018","%","122","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20172019","2017-2019","%","121","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20182020","2018-2020","%","122","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20192021","2019-2021","%","122","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20202022","2020-2022","%","122","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6121","Value","21010","Average dietary energy supply adequacy (percent) (3-year average)","20212023","2021-2023","%","121","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6128","Value","220001","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day)","2000","2000","kcal/cap/d","3063","E","Estimated value",""
"FS","Suite of Food Security Indicators","364","Iran (Islamic Republic of)","6128","Value","220001","Dietary energy supply used in the estimation of prevalence of undernourishment (kcal/cap/day)","2001","2001","kcal/cap/d","3055","E","Estimated value",""
